Date,Open,High,Low,Close*,Adj. close**,Volume
6-Oct-00,"1,436.28","1,443.30","1,397.06","1,408.99","1,408.99","1,150,100,000"
5-Oct-00,"1,434.32","1,444.17","1,431.80","1,436.28","1,436.28","1,176,100,000"
4-Oct-00,"1,426.46","1,439.99","1,416.31","1,434.32","1,434.32","1,167,400,000"
3-Oct-00,"1,436.23","1,454.82","1,425.28","1,426.46","1,426.46","1,098,100,000"
2-Oct-00,"1,436.52","1,445.60","1,429.83","1,436.23","1,436.23","1,051,200,000"
29-Sep-00,"1,458.29","1,458.29","1,436.29","1,436.51","1,436.51","1,197,100,000"
28-Sep-00,"1,426.57","1,461.69","1,425.78","1,458.29","1,458.29","1,206,200,000"
27-Sep-00,"1,427.21","1,437.22","1,419.44","1,426.57","1,426.57","1,174,700,000"
26-Sep-00,"1,439.03","1,448.04","1,425.25","1,427.21","1,427.21","1,106,600,000"
25-Sep-00,"1,448.72","1,457.42","1,435.93","1,439.03","1,439.03","982,400,000"
22-Sep-00,"1,449.05","1,449.05","1,421.88","1,448.72","1,448.72","1,185,500,000"
21-Sep-00,"1,451.34","1,452.77","1,436.30","1,449.05","1,449.05","1,105,400,000"
20-Sep-00,"1,459.90","1,460.49","1,430.95","1,451.34","1,451.34","1,104,000,000"
19-Sep-00,"1,444.51","1,461.16","1,444.51","1,459.90","1,459.90","1,024,900,000"
18-Sep-00,"1,465.81","1,467.77","1,441.92","1,444.51","1,444.51","962,500,000"
15-Sep-00,"1,480.87","1,480.96","1,460.22","1,465.81","1,465.81","1,268,400,000"
14-Sep-00,"1,484.91","1,494.16","1,476.73","1,480.87","1,480.87","1,014,000,000"
13-Sep-00,"1,481.99","1,487.45","1,473.61","1,484.91","1,484.91","1,068,300,000"
12-Sep-00,"1,489.26","1,496.93","1,479.67","1,481.99","1,481.99","991,200,000"
11-Sep-00,"1,494.50","1,506.76","1,483.01","1,489.26","1,489.26","899,300,000"
8-Sep-00,"1,502.51","1,502.51","1,489.88","1,494.50","1,494.50","961,000,000"
7-Sep-00,"1,492.25","1,505.34","1,492.25","1,502.51","1,502.51","985,500,000"
6-Sep-00,"1,507.08","1,512.61","1,492.12","1,492.25","1,492.25","995,100,000"
5-Sep-00,"1,520.77","1,520.77","1,504.21","1,507.08","1,507.08","838,500,000"
1-Sep-00,"1,517.68","1,530.09","1,515.53","1,520.77","1,520.77","767,700,000"
31-Aug-00,"1,502.59","1,525.21","1,502.59","1,517.68","1,517.68","1,056,600,000"
30-Aug-00,"1,509.84","1,510.49","1,500.09","1,502.59","1,502.59","818,400,000"
29-Aug-00,"1,514.09","1,514.81","1,505.46","1,509.84","1,509.84","795,600,000"
28-Aug-00,"1,506.45","1,523.95","1,506.45","1,514.09","1,514.09","733,600,000"
25-Aug-00,"1,508.31","1,513.47","1,505.09","1,506.45","1,506.45","685,600,000"
24-Aug-00,"1,505.97","1,511.16","1,501.25","1,508.31","1,508.31","837,100,000"
23-Aug-00,"1,498.13","1,507.20","1,489.52","1,505.97","1,505.97","871,000,000"
22-Aug-00,"1,499.48","1,508.45","1,497.42","1,498.13","1,498.13","818,800,000"
21-Aug-00,"1,491.72","1,502.84","1,491.13","1,499.48","1,499.48","731,600,000"
18-Aug-00,"1,496.07","1,499.47","1,488.99","1,491.72","1,491.72","821,400,000"
17-Aug-00,"1,479.85","1,499.32","1,479.85","1,496.07","1,496.07","922,400,000"
16-Aug-00,"1,484.43","1,496.09","1,475.74","1,479.85","1,479.85","929,800,000"
15-Aug-00,"1,491.56","1,493.12","1,482.74","1,484.43","1,484.43","895,900,000"
14-Aug-00,"1,471.84","1,491.64","1,468.56","1,491.56","1,491.56","783,800,000"
11-Aug-00,"1,460.25","1,475.72","1,453.06","1,471.84","1,471.84","835,500,000"
10-Aug-00,"1,472.87","1,475.15","1,459.89","1,460.25","1,460.25","940,800,000"
9-Aug-00,"1,482.80","1,490.33","1,471.16","1,472.87","1,472.87","1,054,000,000"
8-Aug-00,"1,479.32","1,484.52","1,472.61","1,482.80","1,482.80","992,200,000"
7-Aug-00,"1,462.93","1,480.80","1,460.72","1,479.32","1,479.32","854,800,000"
4-Aug-00,"1,452.56","1,462.93","1,451.31","1,462.93","1,462.93","956,000,000"
3-Aug-00,"1,438.70","1,454.19","1,425.43","1,452.56","1,452.56","1,095,600,000"
2-Aug-00,"1,438.10","1,451.59","1,433.49","1,438.70","1,438.70","994,500,000"
1-Aug-00,"1,430.83","1,443.54","1,428.96","1,438.10","1,438.10","938,700,000"
31-Jul-00,"1,419.89","1,437.65","1,418.71","1,430.83","1,430.83","952,600,000"
28-Jul-00,"1,449.62","1,456.68","1,413.89","1,419.89","1,419.89","980,000,000"
27-Jul-00,"1,452.42","1,464.91","1,445.33","1,449.62","1,449.62","1,156,400,000"
26-Jul-00,"1,474.47","1,474.47","1,452.42","1,452.42","1,452.42","1,235,800,000"
25-Jul-00,"1,464.29","1,476.23","1,464.29","1,474.47","1,474.47","969,400,000"
24-Jul-00,"1,480.19","1,485.88","1,463.80","1,464.29","1,464.29","880,300,000"
21-Jul-00,"1,495.57","1,495.57","1,477.91","1,480.19","1,480.19","968,300,000"
20-Jul-00,"1,481.96","1,501.92","1,481.96","1,495.57","1,495.57","1,064,600,000"
19-Jul-00,"1,493.74","1,495.63","1,479.92","1,481.96","1,481.96","909,400,000"
18-Jul-00,"1,510.49","1,510.49","1,491.35","1,493.74","1,493.74","908,300,000"
17-Jul-00,"1,509.98","1,517.32","1,505.26","1,510.49","1,510.49","906,000,000"
14-Jul-00,"1,495.84","1,509.99","1,494.56","1,509.98","1,509.98","960,600,000"
13-Jul-00,"1,492.92","1,501.39","1,489.65","1,495.84","1,495.84","1,026,800,000"
12-Jul-00,"1,480.88","1,497.69","1,480.88","1,492.92","1,492.92","1,001,200,000"
11-Jul-00,"1,475.62","1,488.77","1,470.48","1,480.88","1,480.88","980,500,000"
10-Jul-00,"1,478.90","1,486.56","1,474.76","1,475.62","1,475.62","838,700,000"
7-Jul-00,"1,456.67","1,484.12","1,456.67","1,478.90","1,478.90","931,700,000"
6-Jul-00,"1,446.23","1,461.65","1,439.56","1,456.67","1,456.67","947,300,000"
5-Jul-00,"1,469.54","1,469.54","1,442.45","1,446.23","1,446.23","1,019,300,000"
3-Jul-00,"1,454.60","1,469.58","1,450.85","1,469.54","1,469.54","451,900,000"
30-Jun-00,"1,442.39","1,454.68","1,438.71","1,454.60","1,454.60","1,459,700,000"
29-Jun-00,"1,454.82","1,455.14","1,434.63","1,442.39","1,442.39","1,110,900,000"
28-Jun-00,"1,450.55","1,467.63","1,450.55","1,454.82","1,454.82","1,095,100,000"
27-Jun-00,"1,455.31","1,463.35","1,450.55","1,450.55","1,450.55","1,042,500,000"
26-Jun-00,"1,441.48","1,459.66","1,441.48","1,455.31","1,455.31","889,000,000"
23-Jun-00,"1,452.18","1,459.94","1,438.31","1,441.48","1,441.48","847,600,000"
22-Jun-00,"1,479.13","1,479.13","1,448.03","1,452.18","1,452.18","1,022,700,000"
21-Jun-00,"1,475.95","1,482.19","1,468.00","1,479.13","1,479.13","1,009,600,000"
20-Jun-00,"1,486.00","1,487.32","1,470.18","1,475.95","1,475.95","1,031,500,000"
19-Jun-00,"1,464.46","1,488.93","1,459.05","1,486.00","1,486.00","921,700,000"
16-Jun-00,"1,478.73","1,480.77","1,460.42","1,464.46","1,464.46","1,250,800,000"
15-Jun-00,"1,470.54","1,482.04","1,464.62","1,478.73","1,478.73","1,011,400,000"
14-Jun-00,"1,469.44","1,483.62","1,467.71","1,470.54","1,470.54","929,700,000"
